SDSS,petroR90_g,b_a,TT,Bar,RA,DE,hubble,ellip
J08162536+25592888,26.5,0.688,3,0,124.10567,25.991356,Sb,-99
J08162221+26024118,9.67,0.415,2,0,124.09254,26.044772,Sa,-99
J08261805+27502447,18.12,0.659,-3,0,126.57521,27.840131,S0,-99
J08270818+27483767,12.41,0.446,5,0,126.78408,27.810464,Sc,-99
J08281438+28032631,24.41,0.319,3,4,127.05992,28.057308,SBb,-99
J08403825+30100739,15.49,0.957,-5,0,130.15937,30.168719,E0,0
J08464849+31040446,10.69,0.668,4,4,131.70204,31.067906,SBb,-99
J08471950+31105428,15.19,0.883,3,8,131.83125,31.181744,SBb,-99
J09205272+35220586,55.99,0.57,5,0,140.21967,35.368294,Sc,-99
J09361890+37144818,5.69,0.599,-3,0,144.07875,37.246717,S0,-99
J09392560+37355720,32.35,0.784,3,0,144.85667,37.599222,Sb,-99
J09430218+37492331,37.68,0.596,3,4,145.75908,37.823142,SBb,-99
J09483230+38202788,10.32,0.645,-3,0,147.13458,38.341078,S0,-99
J07542846+22235241,10.01,0.739,2,0,118.61858,22.397892,Sa,-99
J07570810+23093426,6.09,0.462,-2,0,119.28375,23.159517,S0,-99
J07584220+23212725,22.43,0.266,3,0,119.67583,23.357569,Sb,-99
J08065731+25005059,11.08,0.633,3,0,121.73879,25.014053,Sb,-99
J08105655+25410492,10.06,0.732,-2,8,122.73562,25.6847,S0,-99
J08225858+27422772,60.77,-99,6,8,125.74408,27.7077,SBc,-99
J08324095+29124898,16.71,0.416,6,0,128.17062,29.213606,Sc,-99
J08420624+30491217,15.6,0.87,5,8,130.526,30.820047,SBc,-99
J08470252+31254717,10.01,0.661,-5,0,131.7605,31.429769,E3,3
J08473214+31424464,11.33,0.958,-5,0,131.88392,31.7124,E0,0
J08475904+31470833,21.12,0.887,-5,0,131.996,31.785647,E1,1
J08542159+32405105,57.39,0.329,5,0,133.58996,32.680847,Sc,-99
J09045534+33572212,7.98,0.947,-3,0,136.23058,33.956144,S0,-99
J09283774+36461148,7.77,0.65,-2,0,142.15725,36.769856,S0,-99
J09365246+37414164,34.74,0.33,6,8,144.21858,37.6949,SBc,-99
J09365439+37413073,60.59,0.342,7,8,144.22662,37.691869,SBc,-99
J08360150+30155907,5.2,0.788,-3,0,129.00625,30.266408,S0,-99
J08435503+31274979,24.33,0.838,3,0,130.97929,31.463831,Sb,-99
J09364235+38105385,5.39,0.546,1,0,144.17646,38.181625,Sa,-99
J09392704+38254782,20.83,0.166,6,0,144.86267,38.42995,Sc,-99
J09431670+38524214,16.54,0.964,-5,0,145.81958,38.878372,E0,0
J09432303+38560310,13.71,0.675,-3,0,145.84596,38.934194,S0,-99
J09445828+38571129,19.35,0.842,4,4,146.24283,38.953136,SBb,-99
J09530020+37314571,4.49,0.454,0,0,148.25083,37.529364,S0,-99
J08200447+27344965,7.03,0.947,-3,0,125.01862,27.580458,S0,-99
J09582368+37592314,14.33,0.515,0,0,149.59867,37.989761,S0,-99
J10000649+38101992,11.66,0.916,5,8,150.02704,38.1722,SBc,-99
J09543415+37564195,10.19,0.478,0,0,148.64229,37.944986,S0,-99
J09551855+38023942,18.02,0.227,5,0,148.82729,38.044283,Sc,-99
J10000889+38272412,13,0.414,5,0,150.03704,38.4567,Sc,-99
J10131413+39403257,8.97,0.314,2,0,153.30887,39.675714,Sa,-99
J09552888+38382707,17.49,0.789,2,0,148.87033,38.640853,Sa,-99
J10074916+39441750,14.31,0.73,-3,0,151.95483,39.738194,S0,-99
J10013740+39373822,49.91,0.108,5,0,150.40583,39.627283,Sc,-99
J10030219+39393916,32.71,0.874,6,8,150.75912,39.660878,SBc,-99
J09495309+38542407,7.79,0.77,-2,0,147.47121,38.906686,S0,-99
J09580448+40133363,16.76,0.512,3,8,149.51867,40.226008,SBb,-99
J10020238+40305516,8.98,0.79,-5,0,150.50992,40.515322,E2,2
J07553862+21255321,20.33,0.341,5,0,118.91092,21.431447,Sc,-99
J08003667+22240022,75.8,0.87,5,4,120.15279,22.400061,SBc,-99
J08204079+25541936,42,0.801,3,8,125.16996,25.905378,SBb,-99
J07534306+21300197,17.28,0.891,0,0,118.42942,21.500547,S0,-99
J08005015+22540515,13.29,0.261,5,0,120.20896,22.901431,Sc,-99
J08052515+23513399,9.37,0.36,0,0,121.35479,23.859442,S0,-99
J08152969+25331365,13.85,0.918,-5,0,123.87371,25.553792,E1,1
J08170901+25552057,9.65,0.659,-3,0,124.28754,25.922381,S0,-99
J08195864+26231130,18.02,0.637,-3,0,124.99433,26.386472,S0,-99
J07595348+23232424,18.79,0.493,3,0,119.97283,23.390067,Sb,-99
J08035945+24023272,18.59,0.698,0,4,120.99771,24.042422,S0,-99
J08102141+25072024,14.87,0.981,-5,0,122.58921,25.122289,E0,0
J08152928+26090351,12.55,0.597,2,0,123.872,26.150975,Sa,-99
J08165261+26272933,16.67,0.879,2,8,124.21921,26.458147,SBa,-99
J08180759+26380187,22.11,0.72,3,4,124.53162,26.633853,SBb,-99
J08200989+27053649,25.59,0.48,1,0,125.04121,27.093469,Sa,-99
J08072758+25080247,29.33,0.711,4,0,121.86492,25.134019,Sb,-99
J08081695+25253289,8.99,0.898,-3,0,122.07062,25.425803,S0,-99
J08401566+28504446,30.98,0.306,3,0,130.06525,28.845683,Sb,-99
J08561178+31075531,13.23,0.816,4,0,134.04908,31.132031,Sb,-99
J09174479+34000757,6.69,0.821,-3,0,139.43662,34.002103,S0,-99
J09175159+33582760,13.05,0.888,-5,0,139.46496,33.974333,E1,1
J09175019+33555133,15.78,0.967,-2,0,139.45912,33.930925,S0,-99
J09260829+34534339,6.46,0.619,0,0,141.53454,34.895386,S0,-99
J09293153+35214613,8.04,0.274,0,0,142.38137,35.362814,S0,-99
J09305395+35262323,11,0.497,-2,0,142.72479,35.439786,S0,-99
J09315509+35331554,21.71,0.771,-5,0,142.97954,35.554317,E2,2
J09592639+38172539,8.58,0.659,0,0,149.85996,38.290386,S0,-99
J08373271+28421876,68.43,0.561,5,4,129.38629,28.705211,SBc,-99
J09074623+33100083,7.81,0.742,-3,0,136.94262,33.166897,S0,-99
J09175623+34303347,23.66,0.842,2,0,139.48429,34.509297,Sa,-99
J09183561+34331156,26.42,0.205,3,0,139.64837,34.553211,Sb,-99
J09371222+36371270,9.29,0.246,3,0,144.30092,36.620194,Sb,-99
J09483282+37364888,10.68,0.755,-3,0,147.13675,37.613578,S0,-99
J08314937+28321101,3.49,0.613,3,4,127.95571,28.536392,SBb,-99
J08400236+29490257,19.39,0.748,1,0,130.00983,29.817381,Sa,-99
J08574194+32224613,15.04,0.606,0,0,134.42475,32.379481,S0,-99
J09054102+33242175,13.8,0.842,-3,0,136.42092,33.406042,S0,-99
J09122012+34153626,55.44,0.826,2,8,138.08383,34.260072,SBa,-99
J09165817+34400252,4.071,0.465,0,0,139.24237,34.667367,S0,-99
J09183257+35000613,10.72,0.908,0,0,139.63571,35.001703,S0,-99
J09220519+35252991,14.93,0.618,3,0,140.52162,35.424975,Sb,-99
J09234659+35290025,14.99,0.546,3,0,140.94412,35.483403,Sb,-99
J09293305+36105074,12.32,0.735,3,0,142.38771,36.180761,Sb,-99
J09491310+38114953,16.61,0.875,5,4,147.30458,38.197092,SBc,-99
J09495456+38153347,8.34,0.595,-2,0,147.47733,38.259297,S0,-99
J09513893+38291733,10.48,0.38,6,68,147.91221,38.488147,SBc,-99
J09571850+38531117,8.45,0.407,2,0,149.32708,38.886436,Sa,-99
J08353614+29263653,16.56,0.863,-5,0,128.90058,29.443481,E1,1
J08391863+30060729,14.68,0.911,1,0,129.82762,30.102025,Sa,-99
J08405039+30154821,11.99,0.528,1,0,130.20996,30.263392,Sa,-99
J08561814+32422161,10.63,0.811,-5,0,134.07558,32.706003,E2,2
J08573486+32393800,11.23,0.631,3,0,134.39525,32.660556,Sb,-99
J09010432+33150089,20.25,0.709,5,0,135.268,33.250247,Sc,-99
J09063911+33520758,10.5,0.741,-5,0,136.66296,33.868772,E3,3
J09134539+34501436,18.81,0.696,4,0,138.43912,34.837322,Sb,-99
J09301561+36413338,20.42,0.459,4,4,142.56504,36.692606,SBb,-99
J09361753+37215039,12.7,0.7,-5,0,144.07304,37.363997,E3,3
J09465874+38330674,26.51,0.283,5,0,146.74475,38.551872,Sc,-99
J09500987+38434351,5.25,0.318,1,80,147.54112,38.728753,SBa,-99
J08284853+28551378,18.46,0.92,3,0,127.20221,28.920494,Sb,-99
J08435101+31123648,9.57,0.522,-3,0,130.96254,31.210133,S0,-99
J09122597+35104569,13.69,0.851,-5,0,138.10821,35.179358,E1,1
J09371265+38053253,8.38,0.9,-3,0,144.30271,38.092369,S0,-99
J09402799+38215849,12.79,0.228,5,0,145.11662,38.366247,Sc,-99
J09483561+39034259,7.29,0.8,-3,0,147.14837,39.061831,S0,-99
J09491848+39144694,8.131,0.771,-3,0,147.327,39.246372,S0,-99
J09492890+39125342,7.57,0.552,3,0,147.37042,39.214839,Sb,-99
J09192438+08011691,18.42,0.677,4,8,139.85158,8.021364,SBb,-99
J09484092+09003164,19.13,0.594,3,4,147.1705,9.008789,SBb,-99
J09493699+09001873,17.01,0.375,5,0,147.40412,9.005203,Sc,-99
J09495287+09054474,30.49,0.203,4,0,147.47029,9.095761,Sb,-99
J09510603+09003094,80.39,0.607,5,0,147.77512,9.008594,Sc,-99
J09534922+09113761,10.95,0.867,1,4,148.45508,9.193781,SBa,-99
J10054039+09351246,18.32,0.977,3,0,151.41829,9.586794,Sb,-99
J10083675+09370649,5.21,0.588,-2,0,152.15312,9.618469,S0,-99
J08075810+05122398,49.32,0.901,3,72,121.99208,5.206661,SBb,-99
J08081643+05125802,10.28,0.639,0,0,122.06846,5.216117,S0,-99
J08095254+05164577,12.07,0.883,-5,0,122.46892,5.279381,E1,1
J08100678+05155386,15.11,0.761,0,0,122.52825,5.264961,S0,-99
J08103409+05230880,10.28,0.416,0,0,122.64204,5.385778,S0,-99
J08120395+05283025,10.22,0.832,-5,0,123.01646,5.475069,E2,2
J08195625+05473123,10.27,0.803,-5,0,124.98437,5.792008,E2,2
J08464522+06573584,22.42,0.535,2,4,131.68842,6.959956,SBa,-99
J09300426+08465831,7.18,0.801,1,0,142.51775,8.782864,Sa,-99
J09464557+09155171,16.98,0.385,4,0,146.68987,9.264364,Sb,-99
J08073198+05320316,21.84,0.409,4,0,121.88325,5.534211,Sb,-99
J08222847+06262617,9.94,0.635,-5,0,125.61862,6.440603,E4,4
J08454059+07262834,8.75,0.772,2,0,131.41912,7.441206,Sa,-99
J08553726+07503868,18.63,0.549,3,10,133.90525,7.844078,SBb,-99
J09380789+09312609,65.42,0.254,5,0,144.53287,9.523914,Sc,-99
J09381929+09264552,9.38,0.401,0,0,144.58037,9.445978,S0,-99
J09395471+09283071,8.47,0.59,0,0,144.97796,9.475197,S0,-99
J09523129+09525931,7.31,0.473,3,8,148.13037,9.883142,SBb,-99
J09563518+10054074,16.371,0.857,2,4,149.14658,10.09465,SBa,-99
J09574744+10013762,10.73,0.51,3,0,149.44767,10.027117,Sb,-99
J10045723+10181418,9,0.558,-2,0,151.23846,10.303939,S0,-99
J10044153+10241135,14.41,0.892,1,0,151.17304,10.403153,Sa,-99
J10054451+10163634,12.18,0.618,0,0,151.43546,10.276761,S0,-99
J08061967+06001498,12.14,0.763,4,0,121.58196,6.004161,Sb,-99
J08110476+06175496,15.07,0.818,3,0,122.76983,6.2986,Sb,-99
J08384698+07285053,14.02,0.573,2,0,129.69575,7.480703,Sa,-99
J09163124+09062201,13.42,0.889,-2,0,139.13017,9.106114,S0,-99
J09270661+09331944,22.6,0.977,4,0,141.77754,9.5554,Sb,-99
J09354551+09454495,7.84,0.777,-2,0,143.93962,9.762486,S0,-99
J09401110+09570423,27.22,0.58,3,0,145.04625,9.951175,Sb,-99
J09531193+10245756,9.79,0.277,3,8,148.29971,10.415989,SBb,-99
J09541202+10301162,7.64,0.457,-2,0,148.55008,10.503228,S0,-99
J09560397+10295582,16.59,0.944,3,0,149.01654,10.498839,Sb,-99
J09561615+10290985,20.51,0.417,3,4,149.06729,10.486069,SBb,-99
J10014049+10452307,52.69,0.346,5,0,150.41871,10.756408,Sc,-99
J10030347+10444539,21.15,0.245,6,0,150.76446,10.745942,Sc,-99
J10031434+10435469,7.11,0.665,-2,0,150.80975,10.731858,S0,-99
J10093811+11000086,14.25,0.727,-5,0,152.40879,11.000239,E3,3
J08432471+08044688,15.21,0.359,3,0,130.85296,8.079689,Sb,-99
J08511624+08272317,11.3,0.526,-5,0,132.81767,8.456436,E5,5
J09110557+09205838,6.72,0.857,-3,0,137.77321,9.34955,S0,-99
J09185933+09395179,17.37,0.617,-5,0,139.74721,9.664386,E4,4
J09295241+10065178,13.97,0.837,-5,0,142.46837,10.114383,E2,2
J09322635+10062472,26.73,0.734,5,4,143.10979,10.106867,SBc,-99
J09334608+10090896,57.22,0.638,-5,0,143.442,10.152489,E4,4
J09340278+10063129,13.25,0.53,3,0,143.51158,10.108692,Sb,-99
J09364106+10141595,2.2,0.247,4,0,144.17108,10.237764,Sb,-99
J09383288+10203033,9.21,0.945,-5,0,144.637,10.341758,E1,1
J10052748+11071543,14.42,0.244,3,0,151.3645,11.120953,Sb,-99
J10074266+11102264,5.59,0.599,-3,0,151.92775,11.172956,S0,-99
J10385810+12292128,6.96,0.401,0,0,159.74208,12.489244,S0,-99
J09024624+09134405,7.41,0.74,-2,0,135.69267,9.228903,S0,-99
J09025529+09142879,14.29,0.717,5,0,135.73037,9.241331,Sc,-99
J09164760+09532874,24.07,0.292,5,0,139.19833,9.891317,Sc,-99
J09294918+10280228,8.74,0.625,-2,0,142.45492,10.4673,S0,-99
J09400474+10565814,11.32,0.564,2,0,145.01975,10.949483,Sa,-99
J09434037+11033909,15.36,0.898,-5,0,145.91821,11.060858,E1,1
J09440240+10591722,15.51,0.594,0,4,146.01,10.988117,S0,-99
J09594094+11315935,5.36,0.78,0,4,149.92058,11.533153,S0,-99
J09594348+11393865,14.18,0.659,-2,0,149.93117,11.660736,S0,-99
J10024972+11434307,14.32,0.504,4,4,150.70717,11.728631,SBb,-99
J10044974+11544660,27.3,0.704,2,0,151.20725,11.912944,Sa,-99
J10100024+11545961,76.51,0.769,4,0,152.501,11.916558,Sb,-99
J10240208+12262572,13.84,0.788,0,4,156.00867,12.440478,S0,-99
J10250665+12245299,8.23,0.888,-2,0,156.27771,12.414719,S0,-99
J10261135+12342570,10.74,0.387,1,8,156.54729,12.573806,SBa,-99
J10263094+12315982,13.38,0.561,1,0,156.62892,12.533283,Sa,-99
J10334741+12435812,10.06,0.746,-3,0,158.44754,12.732811,S0,-99
J10370540+12461402,65.181,0.851,5,8,159.2725,12.770561,SBc,-99
J08055107+06242382,14.59,0.748,3,0,121.46279,6.406617,Sb,-99
J08090278+06373437,9.32,0.707,0,0,122.26158,6.626214,S0,-99
J08094032+06410908,8.92,0.788,2,0,122.418,6.685856,Sa,-99
J08143693+06593296,10.26,0.934,-5,0,123.65387,6.992489,E1,1
J08530585+09015360,10.3,0.804,-3,0,133.27437,9.031556,S0,-99
J08531133+09085335,39.01,0.657,3,0,133.29721,9.148153,Sb,-99
J09031296+09370833,9.36,0.625,0,4,135.804,9.618981,S0,-99
J09155499+10075706,22.27,0.552,5,0,138.97912,10.132517,Sc,-99
J09162212+10135419,7.2,0.718,-2,0,139.09217,10.231719,S0,-99
J09413208+11244480,20.7,0.154,3,0,145.38367,11.412444,Sb,-99
J09434656+11272307,12.24,0.752,-3,0,145.944,11.456408,S0,-99
J09463255+11271951,6.66,0.899,2,0,146.63562,11.455419,Sa,-99
J10013131+12070097,17.32,0.862,2,0,150.38046,12.116936,Sa,-99
J10031163+12073592,7.26,0.805,-2,0,150.79846,12.126644,S0,-99
J10032498+12055356,8.5,0.905,-5,0,150.85408,12.098211,E1,1
J10072769+12162819,22.59,0.546,6,0,151.86537,12.274497,Sc,-99
J10144653+12354726,15.29,0.88,2,0,153.69387,12.596461,Sa,-99
J10150089+12335034,9.67,0.93,-5,0,153.75371,12.563983,E1,1
J10163490+12390639,12.46,0.62,-5,0,154.14542,12.651775,E4,4
J10163839+12343851,26.74,0.344,4,0,154.15996,12.577364,Sb,-99
J10231432+12522398,4.77,0.584,-2,0,155.80967,12.873328,S0,-99
J10232375+12500617,19.48,0.801,-5,0,155.84896,12.835047,E2,2
J10294677+13010532,33.21,0.374,6,0,157.44487,13.018144,Sc,-99
J10362767+13185743,15.66,0.583,1,0,159.11529,13.315953,Sa,-99
J10392951+13163315,11.15,0.763,0,96,159.87296,13.275875,S0,-99
J08053725+06542961,11.64,0.538,5,0,121.40521,6.908225,Sc,-99
J08275078+08053815,9.53,0.876,3,0,126.96158,8.093931,Sb,-99
J08281127+08090807,11.65,0.58,-3,0,127.04696,8.152242,S0,-99
J08443235+09095728,13.97,0.23,6,0,131.13479,9.165911,Sc,-99
J09031740+10010053,17.49,0.364,3,0,135.8225,10.016814,Sb,-99
J09241456+11063814,31.04,0.419,5,0,141.06067,11.110594,Sc,-99
J09252481+11042558,19.59,0.164,5,0,141.35337,11.073772,Sc,-99
J09561879+12254547,9.49,0.499,3,0,149.07829,12.429297,Sb,-99
J10185604+13092684,35.63,0.794,2,4,154.7335,13.157456,SBa,-99
J10183806+13133556,17.41,0.23,6,0,154.65858,13.226544,Sc,-99
J10194218+13151464,16.05,0.744,-5,0,154.92575,13.254067,E3,3
J10213886+13184556,15.29,0.666,3,8,155.41192,13.312656,SBb,-99
J10230268+13135896,20.44,0.302,4,0,155.76117,13.233044,Sb,-99
J10272739+13252625,6.48,0.671,0,8,156.86412,13.423958,S0,-99
J10432188+13535070,8.32,0.546,0,8,160.84117,13.897417,S0,-99
J08262325+08252557,11.6,0.869,1,0,126.59687,8.423769,Sa,-99
J08283283+08440162,17.61,0.954,3,0,127.13679,8.733783,Sb,-99
J09245740+11322947,19.07,0.515,1,4,141.23917,11.541519,SBa,-99
J09254849+11271523,18.55,0.459,0,32,141.45204,11.454231,S0,-99
J09292921+11384307,14.21,0.777,3,0,142.37171,11.645297,Sb,-99
J09415095+12110153,5.78,0.9,-3,0,145.46229,12.183758,S0,-99
J09520846+12375647,11.14,0.852,2,4,148.03525,12.632353,SBa,-99
J09594412+12591886,20.38,0.689,-5,0,149.93383,12.988572,E3,3
J10002591+12521525,20.15,0.827,2,4,150.10796,12.870903,SBa,-99
J10030374+12565982,3.56,0.349,1,0,150.76558,12.94995,Sa,-99
J10032422+12572791,10.3,0.278,3,0,150.85092,12.957753,Sb,-99
J10055298+13084534,9.45,0.693,2,8,151.47075,13.145928,SBa,-99
J10145109+13201933,7.28,0.73,2,0,153.71287,13.338703,Sa,-99
J10214491+13342387,10.11,0.627,3,72,155.43712,13.573297,SBb,-99
J10240733+13370387,12.41,0.504,0,0,156.03054,13.617742,S0,-99
J10242239+13402831,11.4,0.658,-3,0,156.09329,13.674531,S0,-99
J10254860+13434057,16.06,0.919,-3,0,156.4525,13.727936,S0,-99
J10254626+13430066,23.24,0.562,1,0,156.44275,13.71685,Sa,-99
J10254900+13451139,10.65,0.829,3,4,156.45417,13.753164,SBb,-99
J10254775+13445683,39.2,0.894,2,0,156.44896,13.749119,Sa,-99
J10313989+14003715,10.53,0.676,-3,0,157.91621,14.010319,S0,-99
J10363844+14101602,37.25,0.532,1,4,159.16017,14.171117,SBa,-99
J09292160+12050552,20.52,0.673,-5,0,142.34,12.084867,E3,3
J09402143+12342422,13.37,0.224,5,0,145.08929,12.573394,Sc,-99
J10034681+13234005,13.76,0.882,-3,0,150.94504,13.394458,S0,-99
J10204125+13580376,13.91,0.663,1,4,155.17187,13.967711,SBa,-99
J10210172+13595605,11.74,0.739,2,4,155.25717,13.998903,SBa,-99
J10213714+14061381,9.68,0.664,-5,0,155.40475,14.103836,E3,3
J10283991+14200616,6.02,0.93,-3,0,157.16629,14.335044,S0,-99
J08131694+22385387,5.05,0.818,-2,0,123.32058,22.648297,S0,-99
J08282587+25005269,24.42,0.539,1,0,127.10779,25.014636,Sa,-99
J08344914+26021324,13.36,0.775,-5,0,128.70475,26.037011,E2,2
J08375146+26355575,8.86,0.707,-5,0,129.46442,26.598819,E3,3
J08470698+27522494,25.59,0.83,5,0,131.77908,27.873594,Sc,-99
J09000730+29375796,18.09,0.625,5,8,135.03042,29.632767,SBc,-99
J09002591+29474593,9.09,0.779,4,0,135.10796,29.796092,Sb,-99
J09004655+29484900,13.88,0.777,2,0,135.19396,29.813611,Sa,-99
J07453862+18073618,16.6,0.815,-5,0,116.41092,18.126717,E2,2
J07460096+18095748,10.6,0.917,-3,0,116.504,18.165967,S0,-99
J07455677+18081633,16.86,0.823,-5,0,116.48654,18.137869,E2,2
J07481130+18294619,11.83,0.864,-3,0,117.04708,18.496164,S0,-99
J07480961+18313352,11.89,0.801,-5,0,117.04004,18.525978,E2,2
J07481165+18331412,26.6,0.913,-5,0,117.04854,18.553922,E1,1
J07481773+18311603,10.36,0.645,0,0,117.07387,18.521119,S0,-99
J07481886+18353424,9.55,0.906,-5,0,117.07858,18.592844,E1,1
J07495123+18494445,40.57,0.553,7,4,117.46346,18.829014,SBc,-99
J07494385+18550700,15.3,0.234,5,0,117.43271,18.918611,Sc,-99
J08020921+21150991,14.64,0.307,1,4,120.53837,21.252753,SBa,-99
J08030325+21141268,9.73,0.521,2,0,120.76354,21.236856,Sa,-99
J08212680+24271109,11.27,0.675,-5,0,125.36167,24.453081,E3,3
J08251449+25005802,12.27,0.689,5,0,126.31037,25.016117,Sc,-99
J08290555+25462150,21.17,0.279,5,0,127.27312,25.772639,Sc,-99
J08464034+28182959,10.81,0.739,-5,0,131.66808,28.308219,E3,3
J08562923+29400382,19.32,0.839,2,0,134.12179,29.667728,Sa,-99
J08572727+29512386,11.27,0.54,3,0,134.36362,29.856628,Sb,-99
J08583094+29505734,14.27,0.489,1,0,134.62892,29.849261,Sa,-99
J07460239+18430170,12.46,0.742,-5,0,116.50996,18.717139,E3,3
J07464145+18440540,20,0.891,-5,0,116.67271,18.734833,E1,1
J07475974+19054024,14.33,0.474,1,0,116.99892,19.094511,Sa,-99
J07500123+19344768,37.19,0.593,3,72,117.50512,19.579911,SBb,-99
J08003770+21302757,17.73,0.461,3,0,120.15708,21.507658,Sb,-99
J08035284+21591653,10.89,0.754,-5,0,120.97017,21.987925,E2,2
J08184758+24321473,9.5,0.735,1,4,124.69825,24.537425,SBa,-99
J08280883+26054193,14.63,0.831,-3,0,127.03679,26.094981,S0,-99
J08335666+26582157,23.94,0.961,5,0,128.48608,26.972658,Sc,-99
J08575788+30203793,23.64,0.656,-5,0,134.49117,30.343869,E3,3
J08164550+24464881,12.62,0.533,-3,0,124.18958,24.780225,S0,-99
J08213005+25335748,9.85,0.922,-3,0,125.37521,25.565967,S0,-99
J08225770+25441937,22.94,0.191,2,0,125.74042,25.738714,Sa,-99
J08382154+28085472,6.76,0.543,-2,0,129.58975,28.148533,S0,-99
J08481045+29292895,12.5,0.764,-2,0,132.04354,29.491375,S0,-99
J08500537+30134212,9.46,0.911,-2,0,132.52237,30.228367,S0,-99
J08570515+31080076,7.15,0.296,1,0,134.27146,31.133544,Sa,-99
J07564951+19534988,8.57,0.81,-3,0,119.20629,19.897189,S0,-99
J08155909+23115856,29.63,0.172,3,0,123.99621,23.1996,Sb,-99
J08174751+23283542,4.54,0.754,-5,0,124.44796,23.476506,E2,2
J08192237+23445018,12.04,0.539,6,68,124.84321,23.747272,SBc,-99
J08224494+24174891,60.14,0.874,5,0,125.68725,24.296919,Sc,-99
J08325928+25592739,11.48,0.682,-3,0,128.247,25.990942,S0,-99
J08330020+26005052,33.59,0.196,5,68,128.25083,26.014033,SBc,-99
J08335869+26062445,23.55,0.784,2,4,128.49454,26.106792,SBa,-99
J08464919+28101671,19.76,0.678,-5,0,131.70496,28.171308,E3,3
J08470691+28141160,21.68,0.764,5,64,131.77879,28.236556,SBc,-99
J08481458+28153895,29.77,0.413,7,8,132.06075,28.260819,SBc,-99
J08540453+29031274,19.31,0.867,-5,0,133.51887,29.053539,E1,1
J08594077+29510755,11.74,0.465,3,96,134.91987,29.852097,SBb,-99
J09084372+30532883,18.93,0.954,5,0,137.18217,30.891342,Sc,-99
J07453638+18220964,10.58,0.923,-3,0,116.40158,18.369344,S0,-99
J07461860+18220726,20.43,0.61,-3,0,116.5775,18.368683,S0,-99
J07465525+18285651,19.56,0.583,3,4,116.73021,18.482364,SBb,-99
J07480931+18452264,11.78,0.92,-2,0,117.03879,18.756289,S0,-99
J07541645+20013629,14.97,0.399,3,4,118.56854,20.026747,SBb,-99
J08002852+21081050,29.27,0.938,3,4,120.11883,21.13625,SBb,-99
J08100249+22514165,12.73,0.781,-5,0,122.51037,22.861569,E2,2
J08162827+23483895,11.23,0.365,3,0,124.11779,23.810819,Sb,-99
J08323515+26261873,20.68,0.707,3,0,128.14646,26.438536,Sb,-99
J08401980+27442498,10.31,0.957,6,0,130.0825,27.740272,Sc,-99
J08461893+28333632,12.05,0.405,2,0,131.57887,28.560089,Sa,-99
J08510006+29105479,15.96,0.553,6,2,132.75025,29.181886,SBc,-99
J08514861+29164614,13.63,0.284,4,0,132.95254,29.279483,Sb,-99
J08521285+29243903,21.78,0.894,-5,0,133.05354,29.410842,E1,1
J08564765+29550692,32.28,0.688,3,0,134.19854,29.918589,Sb,-99
J09025709+30470281,4.61,0.526,0,0,135.73787,30.784114,S0,-99
J09040716+30525870,12.85,0.781,-5,0,136.02983,30.882972,E2,2
J07453396+18481208,16.33,0.665,0,0,116.3915,18.803356,S0,-99
J07560664+20454426,8.3,0.967,3,0,119.02767,20.762294,Sb,-99
J08065392+22503095,26.59,0.384,4,0,121.72467,22.841931,Sb,-99
J08191552+24473353,32.39,0.867,5,0,124.81467,24.792647,Sc,-99
J08222478+25303265,52.5,0.896,4,4,125.60325,25.509069,SBb,-99
J08225255+25333022,8.78,0.851,-3,0,125.71896,25.558394,S0,-99
J08250680+25540281,13.06,0.376,1,0,126.27833,25.900781,Sa,-99
J08283143+26205525,8.29,0.846,2,0,127.13096,26.348681,Sa,-99
J08292977+26325980,32.83,0.838,-2,8,127.37404,26.549944,S0,-99
J08305338+26430127,5.42,0.981,1,0,127.72242,26.717019,Sa,-99
J08492719+29311186,63.18,0.348,5,0,132.36329,29.519961,Sc,-99
J08535142+29570403,10.44,0.859,1,0,133.46425,29.951119,Sa,-99
J09000484+30452657,6.13,0.679,-3,0,135.02017,30.757381,S0,-99
J09024466+31162604,4.55,0.924,-3,0,135.68608,31.2739,S0,-99
J09093238+32032419,11.64,0.477,3,0,137.38492,32.056719,Sb,-99
J08242680+26101462,9.3,0.601,3,0,126.11167,26.170728,Sb,-99
J08372199+28125428,12.86,0.771,-5,0,129.34162,28.215078,E2,2
J08370042+28122728,16.101,0.486,2,0,129.25175,28.207578,Sa,-99
J08463246+29355536,51.36,0.747,-5,0,131.63525,29.598711,E3,3
J09082110+32254628,15.75,0.887,1,0,137.08792,32.429522,Sa,-99
J09093347+32302282,35.46,0.822,4,0,137.38946,32.506339,Sb,-99
J09390795+34002273,76.6,0.672,5,0,144.78312,34.006314,Sc,-99
J09442302+34201615,19.71,0.576,-5,0,146.09592,34.337819,E4,4
