OBJID,RA,DEC
588013382191153306,08:58:51.26,+38:48:34.4
588007005239115853,08:58:53.36,+54:20:43.3
588297864178630731,08:59:02.72,+34:45:45.8
588010359603331249,08:59:08.76,+03:25:30.8
588009367471849639,08:59:12.25,+51:13:58.3
587741816238965005,08:59:35.14,+16:14:33.3
587725980691857485,08:59:38.50,+56:52:44.0
587735240639512747,08:59:45.19,+32:40:28.2
587739407299641524,08:59:53.71,+24:15:31.0
587732053781119026,09:00:00.55,+39:54:57.2
587735043615096980,09:00:04.48,+32:52:22.2
587737825681342578,09:00:05.07,+59:47:49.3
587725468523430056,09:00:13.62,+52:35:07.5
587734948584292647,09:00:18.16,+07:45:35.5
588009368008982683,09:00:31.43,+51:59:20.5
588013384339357938,09:00:33.79,+41:06:39.5
587732050553798835,09:00:51.47,+46:25:15.1
587734691960783028,09:01:00.46,+07:14:50.2
587732483807248627,09:01:01.70,+37:52:31.6
587732482733310061,09:01:09.73,+36:53:04.2
587738065662574705,09:01:10.10,+62:37:19.7
588023240743583881,09:01:12.52,+17:33:36.1
587725469060563064,09:01:19.75,+53:20:54.6
587735347480101055,09:01:21.93,+09:05:21.0
587739114705125543,09:01:22.28,+25:59:14.1
587735043078291520,09:01:51.24,+32:37:23.6
587725470671700244,09:01:54.81,+55:03:54.4
588023047476609261,09:01:55.63,+19:18:44.0
587734949658296567,09:02:03.82,+08:48:59.2
587732050553929816,09:02:04.67,+46:33:53.3
587741532771057822,09:02:06.47,+20:30:37.7
587738065662640231,09:02:15.29,+62:40:16.1
587734948584554688,09:02:25.15,+07:56:09.4
588009366935109867,09:02:28.63,+51:07:08.2
587732153102106637,09:02:30.34,+37:59:21.5
588013382191611927,09:02:30.80,+39:29:53.6
587725980155052203,09:02:35.39,+56:53:34.5
587742060515426513,09:02:37.89,+14:22:39.7
587739115242258660,09:02:39.72,+26:43:00.3
587732771035218088,09:02:59.21,+06:19:44.7
588023239669973132,09:03:01.61,+16:51:49.0
588017677692174563,09:03:48.98,+09:55:17.9
587735241713909970,09:04:02.53,+34:11:26.4
587741816776425567,09:04:09.26,+17:04:34.5
587742062126432512,09:04:48.78,+15:54:53.5
587737827829874938,09:04:53.56,+62:42:23.5
587725470671962265,09:05:07.77,+55:26:40.4
587735240640102629,09:05:41.02,+33:24:21.8
587732050017321053,09:06:15.54,+46:36:19.0
587731885741441189,09:06:39.59,+45:09:13.6
587732054318841911,09:06:52.80,+41:24:29.7
588009366398501056,09:07:09.45,+51:16:17.1
588023239133495331,09:07:17.74,+16:44:18.2
587731521207205988,09:07:22.20,+43:16:31.5
588010136266342446,09:07:37.62,+52:06:54.5
588010136803410196,09:08:00.33,+52:47:25.5
588017978875445384,09:08:01.61,+29:32:41.5
587735662080884933,09:08:04.54,+31:43:37.0
587735662080884957,09:08:09.12,+31:44:04.9
587741490359107704,09:08:13.34,+21:10:04.1
587732054318973113,09:08:24.50,+41:31:49.7
588848900430823535,09:09:11.19,+00:23:54.7
588013383803338930,09:09:45.90,+41:57:21.1
587735348554825972,09:09:51.01,+10:16:41.0
587744873718481132,09:09:54.09,+13:13:54.2
587739115779981509,09:09:56.01,+28:01:39.1
587725471209422932,09:09:57.10,+56:41:30.4
587732482734293203,09:10:07.57,+38:18:36.4
587735349091762432,09:10:13.29,+10:48:54.7
587732578836873456,09:10:19.49,+05:41:26.6
587731885741899881,09:10:21.82,+45:51:32.3
587731913646473399,09:10:46.75,+47:56:31.7
588297863105937631,09:10:47.95,+35:26:17.8
587732578837004544,09:11:21.22,+05:38:14.9
587737809576263709,09:11:22.88,+62:00:58.3
588010137340739767,09:11:25.10,+53:51:24.7
588017978338771144,09:11:29.81,+29:18:39.2
588010359604707636,09:11:41.52,+03:41:43.2
588007005777232083,09:12:04.23,+56:36:11.2
587735349091959139,09:12:07.10,+10:56:59.2
587745243622866974,09:12:20.37,+13:40:26.1
587731913109602452,09:12:53.05,+47:42:15.8
587739157112553703,09:13:02.00,+27:07:01.4
587732703393218754,09:13:04.43,+05:52:19.4
587734949122605247,09:13:04.89,+08:41:01.7
587731913109668087,09:13:07.73,+47:42:30.3
587732771036332298,09:13:17.82,+06:40:34.5
587739408375021777,09:13:20.18,+26:40:56.4
588010136266866753,09:13:25.89,+52:58:52.8
587732053782495550,09:14:00.81,+41:44:59.7
587732771036397816,09:14:02.22,+06:35:29.7
587744728224366711,09:14:04.91,+15:49:32.8
587732577226653905,09:14:17.86,+04:31:26.2
587744727687495895,09:14:49.41,+15:22:47.3
587732702319673506,09:15:13.50,+05:02:51.8
587741421104726051,09:15:30.11,+23:36:05.2
587732153103482999,09:15:33.72,+39:44:46.3
587732483808821260,09:15:39.25,+39:53:44.5
587734950196674731,09:15:40.49,+09:37:05.7
587741533846438116,09:15:55.19,+22:38:10.0
588007005240557576,09:16:00.17,+56:26:44.4
588017979413299280,09:16:46.19,+30:54:39.3
587738948277895343,09:17:07.14,+31:07:34.2
587735343723774128,09:17:11.20,+08:38:27.3
587732578300788826,09:17:30.15,+05:19:44.6
587744728761630834,09:17:38.33,+16:26:25.8
587741708868386862,09:17:45.45,+19:54:23.8
587735349092614377,09:17:51.48,+11:09:30.8
588009367473488025,09:17:56.24,+53:48:57.8
587732482735144983,09:18:23.67,+39:22:52.7
587734690352005392,09:18:43.95,+06:33:21.8
587729387141398654,09:18:44.99,+50:47:12.3
587739114707026012,09:18:46.37,+27:59:48.3
588007004166750328,09:18:49.47,+55:49:26.7
587735042543124632,09:18:56.74,+34:15:08.3
587726032767811784,09:18:57.34,+01:56:33.6
587741533309829269,09:19:03.56,+22:22:32.6
587725469062004883,09:19:03.81,+55:25:32.3
587745402537771091,09:19:03.92,+12:07:43.8
587745403074707596,09:19:15.06,+12:39:06.9
587734689815199774,09:19:16.90,+06:12:41.1
588007004166815845,09:19:45.91,+55:51:59.9
587739407301869601,09:19:58.67,+26:33:09.6
587725817478119583,09:20:00.15,+59:26:09.6
587739115781095596,09:20:13.45,+28:59:20.6
588010137341526019,09:20:23.44,+54:56:31.7
588010137341526020,09:20:26.84,+54:56:48.8
587732578301116651,09:20:42.50,+05:22:30.4
587732482735341781,09:20:55.63,+39:34:59.2
587738411663294794,09:21:01.47,+11:29:45.4
587726033304944819,09:21:08.64,+02:20:02.2
588009365862809667,09:21:40.98,+52:45:03.8
587726032768139523,09:22:03.97,+01:59:19.1
587745402538098957,09:22:10.40,+12:23:35.9
587729385530654833,09:22:12.21,+49:39:34.3
588009367473881235,09:22:42.04,+54:16:29.9
587732154178142356,09:23:01.39,+41:34:54.7
587728879797600418,09:23:12.24,+03:20:49.9
587745403612102693,09:23:27.00,+13:15:53.0
587725075529662689,09:23:30.96,+00:31:21.0
587731913647652873,09:23:32.25,+49:39:34.9
588017979951022185,09:23:33.30,+32:10:47.5
587735348556398810,09:23:59.45,+11:05:32.7
588297865255190588,09:24:00.32,+38:52:00.9
588010359606083670,09:24:08.55,+04:00:46.2
588297863644315795,09:24:12.84,+37:34:55.2
587726033842208912,09:24:43.20,+02:38:56.7
587734623784075325,09:24:45.93,+39:24:08.1
587738947741745211,09:24:52.79,+31:37:34.3
587732483272736951,09:25:00.86,+40:38:52.0
587725468525527195,09:25:03.06,+55:47:57.7
587732702320787589,09:25:12.56,+05:21:06.3
587725469062594714,09:26:32.59,+56:16:09.8
587741816778916047,09:26:51.55,+18:49:04.0
587742014339809425,09:27:07.69,+17:04:08.3
587725816404639826,09:27:47.76,+59:08:08.5
588017979414544528,09:28:22.53,+32:13:00.9
587738196122796156,09:28:26.37,+66:54:57.9
587741816779112582,09:28:35.20,+19:02:07.4
588017979414544558,09:28:36.05,+32:15:27.3
587739157114257502,09:28:45.66,+28:52:35.8
587745538903900349,09:29:18.63,+12:10:55.2
587729385531310114,09:29:39.19,+50:31:24.6
587725075530383596,09:29:53.20,+00:26:47.2
587735663157117152,09:30:13.41,+35:09:42.7
587741708869763281,09:30:50.33,+20:54:20.9
587728880335323323,09:30:58.74,+03:48:27.7
587732152567988344,09:31:07.02,+41:02:55.0
588017978340933719,09:31:17.28,+31:31:51.3
587732702321443002,09:31:17.76,+05:23:46.1
587732577765490919,09:31:59.34,+05:16:51.6
587745402002276406,09:32:00.06,+12:22:43.5
587732049482612854,09:32:02.10,+49:15:17.9
587731681196310592,09:32:04.78,+47:33:19.0
587739646735351906,09:32:10.55,+24:51:09.1
588013382194561190,09:32:12.28,+43:20:05.0
587731679585370231,09:32:20.81,+46:13:05.0
587727944567816280,09:32:32.09,+02:32:01.6
587728881409327289,09:32:57.99,+04:35:19.0
587726031695577325,09:33:00.44,+01:02:30.3
587739157114716310,09:33:05.27,+29:10:15.1
587738196122992811,09:33:11.60,+67:07:34.0
587738067275743340,09:33:18.24,+67:30:22.5
587735347483574466,09:33:19.89,+10:34:18.7
588848900970381455,09:33:29.38,+00:39:32.9
587731522820636767,09:33:30.34,+47:57:40.4
588007004704866475,09:33:34.10,+57:55:54.6
587725818016170093,09:34:06.07,+61:24:32.0
587741533848404058,09:34:14.30,+24:13:35.2
587732772112498950,09:35:08.59,+08:09:30.3
588017977804390511,09:35:24.28,+31:32:57.1
587725076067844321,09:35:33.72,+00:56:14.3
587734949661966392,09:35:38.32,+09:57:23.6
587735241717186721,09:35:43.24,+37:52:19.0
587731911500693595,09:35:45.75,+49:01:23.7
587739158188916890,09:35:45.99,+30:24:25.7
587735343189000275,09:36:49.59,+09:02:28.8
587738410322755829,09:36:49.78,+11:17:08.4
587741489288380531,09:37:11.18,+22:54:12.6
587728879262236769,09:37:16.29,+03:05:24.4
587725816942362697,09:37:25.65,+60:38:29.9
587732577229209735,09:37:26.87,+05:02:08.5
587739114709057753,09:37:54.08,+29:59:41.3
588023046943604859,09:38:13.12,+21:47:57.1
587739408377643171,09:38:21.05,+28:59:53.3
587728932420452442,09:38:47.77,+53:37:59.0
587725552278569143,09:38:50.81,+62:10:04.3
587739647273009368,09:39:12.97,+25:54:49.1
587735661547159743,09:39:38.46,+34:38:34.5
587745403613872275,09:39:43.87,+14:11:51.4
587735241180577867,09:39:55.38,+37:42:41.1
587737826221097055,09:40:43.04,+64:23:23.4
587745541052760207,09:40:51.18,+14:23:30.6
587738948280385649,09:41:07.94,+33:41:12.2
587739647273205812,09:41:12.41,+26:05:24.5
588007005779460212,09:41:26.60,+59:44:40.1
588010359607984317,09:41:40.42,+04:10:54.8
587732048409460805,09:41:44.47,+49:13:04.4
587727944031993994,09:41:49.92,+02:08:57.9
588009366938386536,09:41:53.89,+55:54:59.3
587725468526772488,09:42:07.76,+57:26:26.9
587732578840477937,09:43:12.21,+06:18:08.3
588023048018002005,09:43:18.66,+22:53:27.1
587734863216574658,09:43:22.86,+08:02:23.1
588297863109279828,09:43:26.03,+39:17:39.1
587738066739265747,09:43:39.80,+67:51:00.0
587735347484688482,09:43:40.38,+11:03:39.1
588848900971560978,09:44:05.02,+00:44:00.8
587739376703176878,09:44:07.26,+28:26:08.8
587728879799894247,09:44:11.68,+03:36:18.7
587739406767489154,09:44:31.76,+28:15:57.3
587734863753642153,09:44:34.61,+08:30:59.6
587732050020663493,09:44:40.78,+50:59:41.2
587739406767554594,09:45:09.83,+28:17:28.3
587734949126144155,09:45:29.31,+09:57:50.2
588848899898015962,09:45:52.54,-00:05:34.2
587742013268033645,09:45:57.71,+17:25:49.5
587728880873832525,09:46:03.54,+04:24:12.4
587742568928837846,09:46:06.85,+16:42:56.0
587739376166437015,09:46:14.38,+28:07:25.5
587725469064102039,09:46:14.50,+58:19:37.6
588013383269810181,09:46:28.59,+45:45:09.4
587732048946856056,09:46:34.39,+50:11:09.1
588016892246032511,09:46:38.54,+35:59:42.7
587727944569389228,09:46:38.71,+02:39:32.1
588297863646543962,09:46:40.63,+40:04:21.2
588010359608573991,09:46:41.60,+04:19:05.2
587732483811836001,09:47:00.39,+43:32:04.3
587726033307762903,09:47:05.38,+02:31:52.6
588017978342506547,09:47:16.93,+33:02:30.5
587732578304065770,09:47:34.21,+06:04:03.9
587731868013887618,09:48:00.71,+47:11:32.6
587739407304753390,09:48:01.18,+29:00:11.4
588007003631845560,09:48:04.87,+58:07:54.4
587732151495688343,09:48:12.97,+42:01:18.3
587739375629762701,09:48:19.15,+27:58:27.6
587739647810863320,09:48:19.30,+27:00:03.8
587734622712365194,09:48:30.53,+40:45:16.9
587745404151726273,09:48:41.57,+14:52:22.0
587735241181495328,09:48:58.82,+38:42:52.9
587741709945602170,09:49:11.64,+23:11:54.3
587745539442933993,09:49:17.88,+13:34:44.4
587732151495819362,09:49:30.96,+42:07:49.0
587732482738094229,09:49:32.93,+42:42:29.2
587738068350533852,09:49:47.60,+69:41:10.2
587734948589797509,09:50:26.53,+09:46:19.4
587739406768144491,09:50:40.15,+28:47:57.7
588007006048485484,09:50:59.88,+60:30:40.3
588010360145903854,09:51:03.08,+04:47:57.1
588023047481917623,09:51:05.57,+23:08:03.6
587727944569847943,09:51:06.06,+02:41:11.0
587738948281368708,09:51:15.17,+34:37:38.3
588010358535356651,09:51:47.39,+03:33:55.1
587738197198045277,09:51:59.60,+69:40:58.7
587735662085341247,09:52:25.10,+36:15:57.9
587741817318605011,09:52:29.63,+21:05:43.2
587729386070212760,09:53:12.29,+53:26:51.0
587732771040723104,09:53:18.69,+07:48:06.5
587741709945995511,09:53:23.66,+23:21:44.9
587732050558386268,09:53:41.25,+52:30:01.5
587741491437830267,09:53:59.17,+25:47:54.7
587725819091419248,09:54:25.15,+64:11:05.4
587735349633482775,09:54:28.76,+13:03:34.4
587742014879694980,09:54:38.45,+19:11:57.3
587727944033435756,09:55:08.98,+02:19:47.9
587738410861658248,09:55:14.40,+12:26:35.4
587732153107218577,09:55:19.68,+44:06:18.0
588016891173011590,09:55:29.16,+36:00:29.5
588007005243375790,09:55:29.89,+60:23:17.3
587745244701392914,09:55:38.12,+17:00:39.7
587728880874881168,09:55:40.68,+04:29:38.2
587739156580073637,09:55:40.85,+30:45:42.0
587742013805953221,09:55:46.98,+18:21:54.5
587735661548732672,09:56:02.68,+36:09:48.9
587735343727968397,09:56:07.06,+10:03:50.1
587734948590387372,09:56:15.29,+09:48:08.0
587731522822537313,09:56:16.05,+50:11:59.1
587735663159607350,09:56:17.31,+37:35:24.1
587738411398725641,09:56:22.42,+12:56:30.0
587742013806018737,09:56:28.06,+18:31:02.5
587731520674660446,09:56:43.93,+48:14:54.1
587732579378856113,09:56:45.22,+06:56:14.8
587728949047197870,09:56:51.40,+00:12:31.7
587742062132068447,09:56:52.95,+19:13:12.4
587745404152643715,09:57:13.01,+15:17:24.3
587739406231863410,09:57:17.72,+28:44:31.5
587741391574794367,09:57:49.23,+27:29:17.2
588010359609819245,09:57:58.91,+04:18:06.0
587742566782533744,09:58:06.76,+15:35:19.0
587734950201327733,09:58:06.77,+11:07:34.1
587728947973652663,09:58:35.23,-00:50:13.0
587732771041312955,09:58:46.12,+07:47:13.8
587725474954346597,09:58:51.98,+60:59:38.4
587739378315493486,09:58:52.12,+30:52:28.0
587741392648732914,09:58:53.30,+28:32:52.6
588023046945767611,09:58:54.87,+23:10:58.2
588297863647658055,09:58:56.94,+41:04:41.2
587741531703345246,09:59:43.45,+24:17:49.4
588848898825781401,09:59:59.77,-00:52:09.0
587725817480741085,10:00:08.59,+62:59:06.9
587731501332037776,10:00:16.86,+53:16:11.2
587732154181615684,10:00:41.28,+45:25:39.1
588017604135944369,10:00:50.09,+38:55:38.5
587732701250912298,10:01:04.72,+05:16:06.2
587732771041575050,10:01:04.99,+07:56:41.8
587739158191407271,10:01:12.45,+32:29:59.5
588016891710537832,10:01:17.68,+36:54:58.5
587738616481513614,10:01:30.89,+32:01:19.9
588007006317707404,10:01:46.54,+61:49:55.0
588848898825978083,10:01:52.89,-00:52:41.0
587728947974045882,10:02:10.31,-00:44:44.6
587745402542489743,10:02:20.03,+14:18:43.3
588013382197248178,10:02:33.23,+46:15:04.5
587741532777480299,10:02:43.17,+25:17:47.4
587739376168206395,10:02:58.46,+29:31:29.2
587732582588481727,10:03:02.01,+55:30:08.6
587738618092453988,10:03:11.59,+33:18:36.2
587741816782782672,10:03:12.23,+21:18:04.3
587732152034000966,10:03:20.26,+43:43:30.1
587741533314547787,10:03:31.66,+25:52:21.8
587732134839582917,10:03:33.12,+46:33:14.7
587731869089136803,10:03:33.94,+49:35:34.5
587732482739339437,10:03:34.11,+44:04:54.6
587739375631269987,10:03:38.94,+29:01:19.2
587745243628437519,10:03:46.55,+16:26:16.4
588013382197313696,10:03:51.56,+46:19:25.5
587731868015263820,10:03:51.56,+48:47:06.2
587733080266899608,10:03:54.56,+49:25:08.1
587739157654798392,10:03:55.90,+32:22:34.0
587735660475711504,10:04:30.84,+36:06:35.1
588848900436918499,10:04:39.33,+00:16:53.5
587735662623457430,10:04:46.75,+37:45:12.6
587732701788176647,10:04:48.32,+05:39:40.8
587727942423871625,10:04:52.85,+01:05:12.3
587734948591370363,10:04:55.46,+10:07:24.0
587728949584986282,10:05:15.63,+00:36:37.2
587738946671935564,10:05:28.36,+34:20:44.2
587732771578970308,10:05:52.68,+08:25:25.9
587735347487113521,10:05:58.76,+11:52:58.3
587739376705405099,10:06:06.05,+30:12:58.3
587739407843524782,10:06:10.70,+30:44:26.4
587732135376781487,10:06:20.60,+47:23:20.4
587731500258557961,10:06:22.47,+52:48:48.2
587739407843590249,10:06:25.07,+30:54:08.4
587727942424068115,10:06:31.56,+01:08:30.1
587741821066346765,10:06:40.17,+21:40:14.7
587732482739601531,10:06:43.83,+44:13:33.5
587739158191997112,10:06:57.25,+33:06:51.9
587745402543014001,10:07:01.42,+14:29:02.7
587732772652974222,10:07:43.17,+09:19:58.8
587735349634924685,10:07:48.10,+13:35:45.4
587728949585313956,10:07:48.63,+00:30:43.7
587739647275958414,10:07:57.07,+28:01:48.0
587742013807263859,10:08:08.37,+19:00:06.0
587731869089595401,10:08:38.10,+50:06:22.5
587739407843786942,10:08:52.44,+30:59:15.7
587738409252487212,10:08:57.29,+11:38:25.1
587741532241264726,10:08:58.39,+25:23:14.5
587728949048574053,10:09:01.61,+00:03:01.1
587742013807394963,10:09:06.40,+19:02:29.2
588013383808647409,10:09:24.74,+48:12:05.9
587735344803217479,10:09:29.52,+11:12:36.5
588010360148000933,10:09:49.84,+05:01:20.3
587726032773382336,10:09:57.48,+02:15:14.2
587738948283203724,10:10:07.23,+36:04:17.6
587726033310318813,10:10:25.32,+02:37:48.8
587741817857376316,10:10:33.46,+22:28:07.2
587734861608910870,10:10:40.52,+07:34:36.7
587729386608459854,10:10:44.17,+55:21:01.1
587741816246698089,10:10:44.51,+21:15:19.7
588848899363897349,10:10:58.00,-00:30:10.2
587732771579560118,10:11:14.89,+08:41:09.0
587725473881129107,10:11:18.38,+60:52:15.8
587745243092353133,10:11:28.79,+16:28:08.1
587738410326622283,10:12:16.80,+12:43:05.1
587731869626794218,10:12:17.95,+50:46:52.5
587745243629355146,10:12:24.99,+16:52:27.2
587735348024705132,10:12:32.84,+12:28:09.4
588013382735036596,10:12:33.00,+47:34:30.6
587742061596835988,10:13:08.70,+19:26:50.1
587735661013434457,10:13:14.71,+37:09:01.1
587741709948092530,10:13:16.82,+24:41:41.2
587739407307374695,10:13:33.71,+31:01:29.3
587742014344790022,10:13:36.20,+19:40:54.1
587731500796018890,10:13:49.56,+53:45:56.9
588016892248653833,10:13:50.48,+38:22:31.3
587741816783896802,10:13:56.50,+21:44:26.4
587741491439861920,10:13:57.18,+27:10:13.9
587732483814129831,10:14:00.78,+45:44:09.5
587745402006863928,10:14:11.02,+14:22:50.5
588848900437967018,10:14:16.17,+00:18:24.7
588017977271320633,10:14:16.78,+34:26:24.8
587732772116824170,10:14:29.51,+09:04:24.2
587728948512293044,10:14:37.12,-00:23:15.7
587741816247091283,10:15:01.05,+21:22:28.0
587732702326292539,10:16:00.21,+06:15:05.2
587741708874547384,10:16:02.44,+24:00:06.5
587725472807518284,10:16:23.01,+60:14:05.8
587729387682791499,10:16:54.26,+56:46:44.5
587725474418393229,10:16:58.40,+61:32:52.6
587735662624571638,10:17:03.40,+38:45:09.4
587728308559216774,10:17:05.43,+01:58:03.4
587728308559282310,10:17:45.58,+01:56:45.9
587735662087766132,10:17:51.69,+38:22:58.2
587731499722408103,10:17:56.06,+53:11:01.3
587728880340435150,10:17:57.10,+04:28:02.1
587745403617935615,10:18:10.28,+15:37:48.1
588017977808584819,10:18:17.47,+35:05:06.5
587741392650698949,10:18:47.58,+29:41:14.2
587738947210182751,10:19:06.93,+35:56:25.3
588297863649427566,10:19:10.05,+42:40:39.3
587742014882316315,10:19:26.16,+20:33:46.8
587734862146764952,10:19:31.38,+08:03:52.8
587739408381837469,10:20:06.28,+32:10:47.8
588016892786114722,10:20:15.61,+39:13:46.4
588017702382862463,10:20:19.02,+10:01:04.6
587739648887947434,10:20:20.57,+30:01:32.1
588013383272562861,10:20:24.56,+48:34:23.9
587731500259541075,10:20:28.35,+53:51:22.9
587745243093336194,10:20:35.93,+16:45:50.9
587741532242444423,10:20:47.24,+26:06:42.7
587728307485933651,10:20:55.73,+01:14:09.8
588017626682622209,10:20:57.35,+41:08:23.4
587742774816669842,10:21:00.76,+15:24:47.1
587742775622041655,10:21:08.78,+16:17:58.3
587739157119565940,10:21:27.20,+33:15:20.5
587725816408047787,10:21:45.38,+63:30:30.9
587733081342214296,10:21:54.12,+51:48:47.0
587738618094223509,10:21:55.56,+34:41:03.3
588017978882785455,10:21:59.67,+36:16:57.9
587741816784748604,10:22:04.32,+22:09:15.7
588848900438819049,10:22:10.15,+00:24:21.7
587742062671626351,10:22:22.74,+20:47:10.1
587732048412672071,10:22:33.54,+52:42:12.9
587745244167340084,10:22:42.14,+17:43:46.9
587734948056399977,10:22:48.33,+10:17:42.2
587745539446538351,10:22:48.41,+14:55:52.6
587732134841155603,10:23:05.25,+48:03:00.5
588009366941139142,10:23:06.28,+58:58:19.9
588295842852962479,10:23:09.84,+47:08:14.6
587741830190334137,10:23:13.21,+22:54:38.9
587735348025884947,10:23:24.39,+12:53:28.4
588016891175633016,10:23:32.76,+38:04:17.7
587734861610287278,10:23:36.18,+07:42:58.1
587738411401609295,10:23:38.18,+13:57:27.8
588013383809761502,10:23:47.89,+49:11:28.2
588013383272890485,10:23:48.61,+48:56:29.3
587725550670250112,10:24:08.77,+63:50:08.5
587738948284514416,10:24:18.63,+37:05:14.0
588017978346111212,10:24:26.05,+36:01:41.2
587732134304350226,10:24:32.58,+47:49:36.5
587738409791062128,10:24:36.21,+12:41:45.6
588295841779220624,10:24:46.45,+46:27:21.9
587741491440976007,10:24:54.78,+27:47:46.7
587735347489210391,10:25:06.66,+12:24:53.0
587732578308194398,10:25:13.80,+06:44:04.7
587728307486392451,10:25:14.80,+01:19:24.6
588017979956985887,10:25:23.30,+37:26:48.9
587741490904105001,10:25:27.98,+27:24:36.6
587735347489276037,10:25:37.04,+12:36:15.9
587731868553904322,10:25:38.82,+50:53:12.7
588017978346242105,10:25:52.00,+35:57:28.2
587745243093860485,10:25:58.43,+17:04:02.6
587739377244307591,10:26:16.25,+32:00:02.4
588023046411714588,10:26:28.17,+24:11:19.4
588017702920454281,10:26:41.83,+10:36:50.7
588023045874843706,10:26:46.16,+23:47:41.6
588013382736150679,10:26:54.35,+48:35:40.6
587732484889051191,10:26:57.35,+47:31:27.6
587741828043112546,10:27:13.79,+21:24:18.8
587742568396292332,10:27:16.13,+18:03:54.4
587742775622697049,10:27:17.71,+16:28:02.2
588016890639024259,10:27:26.54,+37:52:37.4
588009367478468719,10:27:37.02,+59:54:19.6
588017702920585413,10:27:52.90,+10:37:57.5
588297863650148495,10:27:57.24,+43:19:05.9
588016892249899236,10:28:08.53,+39:14:39.7
588009371222081540,10:28:13.90,+59:06:02.2
588017626683277465,10:28:23.71,+41:31:04.1
587728879267872878,10:28:26.12,+03:44:48.0
587741533317038244,10:28:37.11,+27:24:49.6
587732578845458506,10:28:52.33,+07:04:01.5
588017704531394613,10:28:53.64,+11:46:48.0
587732769970847858,10:29:20.99,+07:46:05.4
588016890639220770,10:29:33.23,+38:05:05.2
587741568198443142,10:29:37.09,+29:53:49.8
588017704531460224,10:29:44.14,+11:51:23.5
588010358539485501,10:29:50.58,+03:57:46.3
588297863650345076,10:30:02.28,+43:25:11.0
587738947211165861,10:30:12.12,+36:40:01.7
587741490904563796,10:30:18.66,+27:34:22.9
587731499186389148,10:30:41.17,+53:38:12.6
587735662088880204,10:30:44.74,+39:12:44.2
588010358002745531,10:30:45.15,+03:30:57.7
587735661552009415,10:31:09.52,+38:46:02.0
587741488757014615,10:31:10.44,+26:03:18.2
587732579382591662,10:31:16.38,+07:37:57.9
587732771044851795,10:31:17.90,+08:34:49.8
587738617558204598,10:31:21.14,+34:57:26.7
587732772118659279,10:31:44.64,+09:24:31.5
588017606286442586,10:31:50.74,+42:51:47.2
588010360687296613,10:32:02.75,+05:31:30.4
588017110750986288,10:32:04.09,+43:51:33.4
587741533854302347,10:32:14.02,+27:56:01.7
587735348563804348,10:32:39.98,+13:29:29.7
588017703994916974,10:32:56.56,+11:24:45.8
587741815175184507,10:33:01.03,+21:30:16.5
588017979420770346,10:33:10.37,+37:21:27.5
587739159268360264,10:33:15.22,+35:35:05.5
587732484889575581,10:33:21.13,+48:02:01.3
588017702921175154,10:33:30.58,+10:45:00.5
587734949668257807,10:33:36.93,+11:42:08.0
587725473882439790,10:33:46.88,+62:14:13.4
587735347490127920,10:33:47.41,+12:43:58.2
587741600410959922,10:33:50.04,+23:51:47.2
588017703995048016,10:33:56.09,+11:31:00.5
588295842316877959,10:33:58.73,+47:24:24.5
588007003634794618,10:34:00.49,+61:30:00.9
587742773475868757,10:34:13.41,+14:57:33.8
587742773475868816,10:34:23.25,+15:02:22.0
588009371222409341,10:34:23.94,+59:23:15.0
588016892250488835,10:34:29.85,+39:36:55.6
588297865261547689,10:34:54.53,+45:08:00.4
588007003634794666,10:34:55.94,+61:25:23.6
587728309634924707,10:34:58.86,+03:01:07.1
587732049487462552,10:35:05.73,+54:30:53.9
588017603602088091,10:35:06.73,+40:59:53.3
588010358540140732,10:35:19.17,+03:52:26.3
588010358540140785,10:35:26.86,+04:03:24.5
588017603602088129,10:35:31.30,+40:51:49.9
587732482205089848,10:35:44.07,+45:54:53.8
588297863650869368,10:36:00.55,+43:55:59.2
588848899366584577,10:36:05.62,-00:31:07.9
587728949051523190,10:36:05.77,+00:06:06.8
587726033313136788,10:36:12.10,+02:42:55.0
588013383810744509,10:36:12.63,+50:09:11.8
587728879805595804,10:36:30.92,+04:15:22.5
588295842854010965,10:36:32.08,+47:54:16.0
587745539984916712,10:36:41.96,+15:38:16.4
588017111825252525,10:36:43.27,+45:06:53.7
587735347490455730,10:36:47.90,+12:50:30.0
587728308561444985,10:37:08.21,+02:13:15.5
587732701791780963,10:37:20.27,+06:13:30.7
587742774550003865,10:37:28.38,+16:01:12.0
588016892250751019,10:37:47.36,+39:48:46.0
588010360151015622,10:37:48.56,+05:14:41.2
588017977810419807,10:37:53.16,+36:25:02.1
588017111825318061,10:37:57.67,+45:09:23.7
587734862685667398,10:38:21.59,+08:56:29.3
587739376171679849,10:38:25.01,+31:47:05.3
588017626147193115,10:38:27.01,+41:48:52.9
587726033850269852,10:38:30.08,+03:13:53.3
587731868554887327,10:38:37.34,+51:41:15.3
587728307487834316,10:38:42.45,+01:17:36.2
587728309635383315,10:38:50.19,+02:57:09.5
587739159268884587,10:38:51.72,+35:50:59.7
588010360151146685,10:39:00.77,+05:10:59.1
587728880879665354,10:39:20.01,+05:08:11.3
587735662089666762,10:39:30.44,+39:47:19.0
587739376171745345,10:39:32.72,+31:43:43.3
587725473882767406,10:39:34.74,+62:28:33.8
587728308024836240,10:39:36.45,+01:46:00.7
