OBJID,RA,DEC
588017979421360209,10:39:38.11,+37:47:36.2
587728308561707236,10:39:49.41,+02:05:32.9
587728950125658297,10:39:54.26,+00:57:44.2
588848900977655970,10:40:04.81,+00:45:52.9
588013381663326311,10:40:17.29,+48:31:37.8
588016892251013300,10:40:27.22,+40:04:59.4
587738409792766058,10:40:28.08,+13:06:50.5
588848898830237807,10:40:34.64,-00:54:33.9
587741490368741523,10:40:36.09,+27:50:06.4
588017978347618397,10:40:41.00,+37:02:31.0
587735661015924998,10:40:44.67,+38:53:58.7
587729386073555102,10:41:13.16,+56:48:31.4
587741830192169129,10:41:14.85,+23:47:49.1
588010359614537748,10:41:15.62,+04:53:13.8
587739156584529928,10:41:16.98,+33:53:57.3
587742865546608782,10:41:36.45,+16:47:07.4
587735661552926981,10:41:43.06,+39:31:40.2
587742865278238818,10:41:58.11,+16:48:37.2
587742567860994095,10:42:05.64,+18:14:57.8
587742062673657913,10:42:09.86,+21:42:14.9
588017627221393563,10:42:16.84,+42:46:50.3
587729386610557092,10:42:26.14,+57:18:34.8
587735663163801724,10:42:27.43,+40:50:56.0
587735349638594755,10:42:30.59,+14:40:53.6
587738947749216379,10:42:35.66,+37:43:35.1
587738617559253132,10:42:44.79,+35:34:28.8
587738946675409040,10:42:47.12,+36:52:49.1
587741533855350851,10:42:54.03,+28:25:59.1
588007004172255367,10:42:54.46,+62:19:51.7
588013382737395733,10:42:54.80,+49:30:44.4
587728950125985894,10:43:02.57,+00:54:18.3
587741817323847809,10:43:07.56,+23:31:42.2
588010358004121719,10:43:26.66,+03:42:07.2
587729386610622600,10:43:27.81,+57:21:54.1
587728880343253156,10:43:28.11,+04:42:13.9
588848898830565410,10:43:34.74,-00:56:03.3
587732577236418621,10:43:36.20,+06:04:53.2
587732050561925168,10:43:41.65,+55:49:39.7
587726033850859615,10:43:48.33,+03:09:50.8
587728308562165787,10:43:49.28,+02:04:50.0
587728310172778589,10:43:50.53,+03:21:12.0
587741709951172794,10:43:59.00,+26:13:57.0
587729387147624580,10:44:02.59,+57:51:17.1
588297863114588197,10:44:03.69,+43:54:12.1
587738948286283946,10:44:28.44,+38:14:38.6
587731870166089837,10:44:31.82,+53:15:11.9
587738948823285798,10:44:46.65,+38:43:55.3
588297864188526695,10:44:59.13,+44:55:16.1
587742015421808869,10:44:59.61,+21:49:58.3
587742013274259514,10:45:03.37,+20:13:16.8
588295840170049647,10:45:06.18,+46:16:30.5
587735349101985883,10:45:07.00,+14:18:47.8
587732051098927288,10:45:14.64,+56:20:49.4
587732483816620272,10:45:26.23,+47:49:38.3
588017603602940015,10:45:26.92,+41:24:47.6
587742013274325141,10:45:31.28,+20:17:01.0
587742015421874238,10:45:43.34,+21:52:01.7
587728949589442747,10:45:54.35,+00:36:08.6
587732134842925217,10:46:05.77,+49:32:53.1
587735349638987952,10:46:06.92,+14:45:15.4
587732135379861658,10:46:20.31,+49:58:45.2
587728309636235411,10:46:34.08,+03:04:58.2
588013382200787051,10:47:21.12,+49:21:46.7
588017703459618895,10:47:26.25,+11:31:18.0
588848900978507795,10:47:38.41,+00:44:34.5
587742061600440482,10:47:42.02,+20:56:54.6
587738410330423458,10:47:42.19,+13:42:10.3
587739648353763409,10:48:10.89,+31:02:52.9
587732576700072108,10:48:35.19,+05:49:38.7
587738410330554462,10:48:40.85,+13:39:58.5
587742568398586032,10:48:45.27,+18:57:57.9
587725818557235229,10:48:48.89,+66:36:36.4
588848898831155399,10:49:09.48,-00:54:30.8
587741829656084621,10:49:10.06,+23:29:55.7
587728950126706783,10:49:14.09,+00:59:45.3
587742772940570755,10:49:22.48,+15:03:37.3
587738409793749098,10:49:30.43,+13:22:27.7
587739407847719088,10:49:40.98,+33:24:50.3
588848900441833621,10:49:41.16,+00:21:47.1
587742773477507261,10:49:41.93,+15:29:55.8
587746210520367277,10:49:58.15,+09:31:18.3
588017605751013503,10:50:01.03,+43:24:21.6
587741829119279327,10:50:17.24,+23:14:45.7
588848899905028344,10:50:20.70,-00:08:54.2
587732703940706378,10:50:45.20,+08:04:54.9
587726031704096917,10:50:49.50,+01:34:14.8
587746211594240208,10:50:56.44,+10:21:20.2
587741533319266461,10:50:58.89,+28:31:54.3
588017702923075693,10:51:01.01,+11:08:20.5
587742568935719041,10:51:01.06,+19:20:37.1
587738616486232142,10:51:07.37,+35:08:04.0
587738947750068230,10:51:40.44,+38:11:55.6
587738617023168663,10:51:56.61,+35:29:07.1
587741533319397505,10:52:00.38,+28:29:26.8
587728310173696047,10:52:06.14,+03:22:20.2
588017605751210081,10:52:09.67,+43:41:31.8
588017627222310917,10:52:52.59,+43:25:42.2
587728308563149023,10:53:00.04,+02:08:15.9
587741490906857598,10:53:09.35,+28:47:56.8
587735348566032640,10:53:52.10,+14:09:06.1
587742061601095798,10:53:52.71,+21:15:18.4
587735348029161594,10:54:02.96,+13:44:31.3
587731890574131302,10:54:03.34,+55:35:18.2
587731499187962076,10:54:05.62,+54:44:16.4
588009371223654567,10:54:30.20,+60:30:56.8
588017111826694201,10:54:33.23,+46:06:05.0
587742568936112264,10:54:37.15,+19:28:13.9
587741531708915886,10:54:51.03,+27:20:41.5
587735349103034560,10:54:56.36,+14:27:12.9
587732770510536799,10:54:57.14,+08:29:49.5
587739098592706657,10:54:58.27,+36:19:30.3
587732135917453423,10:55:03.09,+50:53:34.6
587746211057893473,10:55:24.55,+10:04:45.6
587742567325499421,10:55:33.30,+18:08:58.6
587742012738437172,10:55:36.20,+20:07:15.7
588297864189378629,10:55:44.97,+45:24:01.5
587742572682805304,10:55:52.80,+18:57:45.7
587741533319725235,10:55:55.85,+28:40:46.0
588017605751537820,10:55:58.23,+43:50:45.0
587734949133746252,10:56:02.38,+11:52:19.9
587731500798902295,10:56:02.80,+56:12:14.8
588017719564304516,10:56:04.05,+39:22:23.3
587739608619614291,10:56:04.20,+30:30:43.9
587732134843646045,10:56:11.40,+49:56:18.3
587732578311602254,10:56:44.22,+07:09:04.9
587742865279746118,10:56:45.88,+17:14:17.7
587728309100478524,10:57:05.90,+02:44:27.8
587738946676785233,10:57:51.49,+37:37:24.0
587734893014876194,10:58:07.60,+09:16:34.1
587742865279877253,10:58:08.76,+17:05:44.5
587741489833509011,10:58:13.29,+28:08:07.0
588010358542630974,10:58:27.21,+04:13:05.2
587741600413450338,10:58:38.83,+24:50:13.9
588017605751799819,10:58:52.78,+43:59:13.7
587739646207197187,10:59:05.38,+29:48:32.4
587742012738830451,10:59:12.03,+20:11:37.2
587732703404753070,10:59:16.05,+07:49:16.1
588013382201704494,10:59:33.36,+49:59:07.6
587732483280797816,10:59:35.48,+48:04:33.4
587734892746637331,10:59:54.41,+09:21:42.8
587742865817010310,11:00:22.72,+17:42:04.0
587729386074734764,11:00:22.92,+57:43:36.1
588017703997866041,11:00:35.40,+12:09:41.6
587732772658675774,11:00:37.27,+10:26:13.9
587742569473573103,11:00:38.84,+20:02:59.3
587739294013784129,11:00:43.16,+32:21:41.3
588017978349453410,11:01:02.34,+37:59:45.5
587741816251875551,11:01:24.07,+23:26:02.9
587741815715004536,11:01:25.12,+23:03:30.1
587742863669592206,11:01:25.69,+16:01:01.5
588013383275643050,11:01:26.79,+50:52:27.3
587732703405015186,11:01:33.84,+07:48:34.5
587741533857251467,11:01:54.31,+29:14:59.5
588017719564763264,11:01:56.31,+39:42:34.7
587734894357512339,11:02:15.52,+10:31:01.9
588017627759968297,11:02:16.49,+44:16:18.1
587741602024587334,11:03:06.44,+26:13:57.0
587739097519620183,11:03:06.93,+35:44:15.5
587728308027392145,11:03:11.96,+01:45:07.5
587722984418246760,11:03:19.68,+01:02:04.9
587732134307299433,11:03:41.85,+50:00:20.0
588017978349650093,11:03:42.98,+38:05:05.2
588017721175703638,11:03:46.25,+40:55:33.7
587733081882034274,11:03:52.14,+54:26:18.9
588017977275842675,11:03:56.87,+37:20:28.4
587735347493339304,11:04:00.75,+13:24:05.6
587739646207721614,11:04:59.38,+30:06:26.0
587732135381237911,11:05:18.51,+50:48:04.5
588017704535326800,11:05:30.69,+12:39:05.9
588017112364417262,11:05:32.08,+46:58:06.9
588017978886717553,11:05:38.70,+38:34:36.9
587739097519882315,11:05:43.84,+35:53:02.5
587734892747292755,11:05:52.18,+09:18:06.6
587738947214442573,11:06:31.82,+38:30:10.9
587741828584046825,11:06:32.58,+23:19:27.5
587731892185661571,11:06:33.00,+57:20:20.2
587732577238909068,11:06:33.13,+06:25:17.9
587738618098352270,11:06:38.31,+37:04:19.1
588848900443734045,11:06:46.32,+00:15:24.1
588017720639029371,11:06:46.74,+40:45:34.7
588848898833121453,11:06:51.14,-00:59:56.0
587739096983076959,11:06:57.99,+35:33:06.6
587726033316544746,11:07:19.72,+02:58:20.5
587733081345360026,11:07:30.00,+54:08:09.2
588017948272361660,11:07:33.52,+40:58:26.2
587739407312486493,11:07:40.11,+33:45:53.7
588017705072394311,11:07:41.70,+13:01:32.4
587741709953597594,11:08:13.21,+27:04:14.6
587722982808158312,11:08:16.03,-00:15:57.2
587741490371428488,11:08:42.05,+28:57:01.9
587741708342984856,11:08:52.68,+25:53:34.2
588017947735621719,11:08:57.16,+40:34:45.2
588013382202360007,11:08:58.93,+50:20:54.1
587741709416792276,11:09:18.21,+26:42:04.6
587731891111985306,11:09:19.19,+56:31:13.5
587742012739879062,11:09:26.96,+20:39:09.8
587739295625314422,11:09:31.48,+33:56:01.7
587742059992055895,11:09:41.28,+20:28:43.1
587741490371559462,11:09:41.67,+28:54:54.0
587739646745116786,11:10:07.10,+30:42:55.5
587742190435106963,11:10:10.80,+24:00:31.8
588295841245823084,11:10:14.90,+48:18:47.4
587742062139670637,11:10:25.89,+22:06:37.3
588017948272623749,11:10:32.47,+40:57:46.4
587741532247359602,11:10:38.44,+28:19:00.6
587731498652139686,11:10:39.84,+55:09:28.3
587742863133704309,11:10:40.16,+15:43:13.2
588848901517869285,11:10:42.40,+01:10:48.1
587732578313175138,11:10:53.02,+07:14:02.0
587728879272460474,11:10:55.92,+04:02:30.7
588297865264431155,11:11:27.37,+47:02:07.9
588297863653752924,11:11:30.90,+45:38:35.3
587741532247490603,11:11:47.22,+28:16:02.3
587732577776369771,11:11:52.39,+06:53:58.0
587726032780132518,11:11:53.86,+02:28:58.2
588017720102551614,11:11:59.93,+40:25:39.9
587733079734943847,11:12:01.34,+53:04:24.8
587739646208442525,11:12:04.72,+30:28:21.0
587738615951196320,11:12:18.17,+35:26:59.6
588011097798934620,11:12:18.19,+61:26:35.4
587732703406194878,11:12:20.46,+07:54:13.9
587739407312945285,11:12:23.27,+33:58:14.4
587738409259303124,11:12:33.53,+13:27:57.6
588017567630098500,11:12:35.98,+12:54:09.0
587741532784492692,11:12:53.90,+28:48:42.8
587722984419295329,11:12:55.76,+00:52:24.4
588011098872807558,11:12:57.33,+62:11:48.2
587722983345553592,11:13:04.40,+00:07:24.3
588017979424309335,11:13:15.53,+39:23:59.9
587741491445694517,11:13:19.44,+29:48:39.9
588011097799000076,11:13:22.03,+61:26:48.5
587739097520537660,11:13:24.61,+36:10:21.6
587738616488263759,11:13:32.17,+35:59:04.3
587726032243458186,11:13:34.93,+02:09:36.3
587732582592938171,11:13:39.25,+59:17:36.5
587742062676869232,11:13:40.75,+22:30:07.8
588848899907584172,11:13:42.52,-00:07:55.6
587742864207773827,11:13:48.70,+16:44:48.0
587722982808748226,11:13:54.68,-00:15:55.6
588297865801564289,11:14:03.53,+47:26:53.5
587728308565442765,11:14:06.05,+02:23:34.7
587732701795778567,11:14:06.38,+06:34:37.9
587732136455700683,11:14:31.68,+52:04:48.0
587726032780460188,11:14:50.36,+02:27:38.0
587739296699646111,11:15:11.37,+35:00:19.4
587725552820486154,11:15:21.16,+67:39:27.9
588017948809953413,11:15:23.14,+41:36:41.5
587738617562202250,11:15:25.00,+37:00:39.3
587742014351212648,11:15:49.07,+22:05:54.1
588017566019813470,11:16:07.01,+11:39:00.4
588017565482942561,11:16:19.29,+11:17:23.7
587732703406653497,11:16:23.71,+07:57:48.6
587741490372214879,11:16:30.79,+29:13:43.9
588017112365269178,11:16:35.02,+47:20:11.1
587742190972633349,11:16:38.09,+24:37:26.1
588017947736277140,11:16:44.98,+40:56:21.1
587741708880642224,11:16:49.42,+26:34:13.4
587739407313338509,11:16:51.71,+34:10:42.3
587729155743154320,11:16:54.87,+64:50:14.8
588017110754590844,11:16:59.08,+46:05:43.1
587739648893386787,11:17:00.11,+32:35:51.0
587728308028899550,11:17:03.06,+01:49:32.0
588017605216305317,11:17:09.87,+44:12:35.8
587741707806965767,11:17:29.80,+25:45:08.8
587731868557574198,11:17:31.33,+53:31:20.8
588017110217719976,11:17:38.24,+45:38:58.1
587728308565835946,11:17:38.82,+02:18:12.7
587738618099335287,11:17:50.94,+37:21:39.2
587741602026029099,11:17:54.98,+26:43:07.4
588017605753307216,11:17:56.52,+44:36:32.1
587735349105524936,11:18:22.72,+14:58:41.1
588848901518721189,11:18:29.62,+01:05:55.1
588017724930654332,11:18:29.69,+06:49:10.6
588017722250756175,11:18:34.71,+42:25:17.0
588023669702721558,11:18:34.84,+19:40:48.8
588011097262325938,11:18:36.23,+61:04:48.1
587731868557639832,11:18:38.71,+53:33:33.2
587734891674927186,11:18:44.08,+08:38:05.9
588009370151157876,11:19:08.19,+60:28:24.6
588017566557012052,11:19:10.22,+12:09:53.3
588017726541398160,11:19:11.14,+08:15:39.9
588009371761901674,11:19:11.30,+61:46:42.2
588017724930785404,11:19:13.55,+07:01:05.3
587739406776664198,11:19:20.94,+33:43:58.9
588848898834497653,11:19:21.82,-00:57:00.3
587738618099466399,11:19:23.57,+37:26:57.7
588017110754787511,11:19:40.85,+46:15:48.2
587739647819841669,11:19:53.60,+32:00:54.2
588017604679630946,11:19:55.49,+43:51:51.7
587741532785213552,11:20:03.10,+28:59:37.1
587738409797025889,11:20:12.06,+14:02:14.1
588297865265152075,11:20:15.10,+47:16:43.3
587739408387473511,11:20:22.40,+35:04:15.5
588017566557143222,11:20:24.40,+12:10:43.5
587741602563227696,11:20:39.10,+27:17:37.5
587739098595000443,11:20:52.32,+37:25:07.0
587722984420212833,11:21:14.59,+00:58:17.9
587739609158910058,11:21:22.36,+31:43:39.3
587742572685492232,11:21:27.02,+19:28:14.6
587742059993235601,11:21:32.72,+20:46:14.0
587734891675254879,11:21:44.04,+08:48:17.9
587725551210004611,11:21:54.99,+66:35:37.6
587738411407900788,11:22:23.05,+15:16:38.4
587732772661035138,11:22:32.05,+10:36:15.3
587742190973288584,11:22:42.87,+24:51:49.5
587732134845612138,11:22:51.21,+51:07:46.3
588011097262588029,11:22:54.10,+61:19:23.8
587732484893245611,11:22:55.69,+50:18:13.3
588013382740279321,11:22:57.79,+51:15:33.8
588017605216764026,11:22:58.50,+44:21:22.6
587722982809796673,11:23:02.43,-00:13:43.6
587729387686789242,11:23:08.02,+59:43:51.2
588848901519245509,11:23:11.57,+01:07:12.4
588017604143022233,11:23:13.56,+43:34:46.1
587725818021871770,11:23:50.51,+67:10:13.0
588017702926614669,11:24:00.61,+11:34:00.3
587742189899612271,11:24:01.35,+23:56:39.7
588848898835087367,11:24:37.06,-00:59:30.7
587742865819566230,11:24:51.93,+18:12:44.8
588295841246937235,11:24:53.54,+48:57:27.6
588010358545580161,11:25:22.33,+04:16:05.4
588023669703442550,11:25:35.31,+19:43:32.2
587742061067436130,11:25:36.88,+21:32:23.7
587741708881559669,11:25:55.30,+26:41:21.8
587732770513944720,11:26:43.10,+09:04:22.8
587731869095100571,11:26:59.05,+54:15:19.1
587732769977139305,11:27:02.31,+08:36:15.0
588017725468508190,11:27:10.43,+07:29:30.5
587739405703643210,11:27:20.74,+33:03:47.3
588017724931637458,11:27:26.75,+07:01:09.7
587742774555312237,11:27:38.01,+17:13:16.3
587742863672344689,11:27:40.82,+16:31:09.0
587735349643444347,11:27:45.61,+15:32:05.9
587732583667597321,11:27:52.22,+60:26:52.7
587726031708225604,11:28:12.36,+01:41:11.6
587738410871685310,11:28:31.60,+14:59:59.6
588023669166833810,11:28:37.95,+19:26:38.0
587739097521913980,11:28:50.52,+36:40:25.9
587739407314452517,11:29:06.43,+34:24:09.1
588297863655129192,11:29:26.11,+46:20:16.8
587742012741976217,11:29:48.15,+21:06:58.3
587741829123276864,11:29:49.05,+24:22:33.0
588017111829381301,11:29:50.05,+47:18:59.7
587732703944966280,11:29:56.46,+08:32:09.7
587742061604765938,11:29:56.80,+22:09:25.4
587742572686344346,11:29:57.94,+19:40:21.9
587739097522045160,11:30:22.26,+36:40:18.6
587742573760151899,11:30:23.40,+20:33:09.8
587724648180089001,11:30:26.37,-03:20:33.8
587739305286369412,11:30:32.07,+35:30:10.2
588017948811198592,11:30:33.36,+42:07:16.3
588017703464206461,11:30:34.14,+12:10:10.4
588017110755639339,11:30:39.61,+46:24:48.1
588295841784266881,11:31:15.39,+49:33:12.7
587725551210463335,11:31:19.77,+66:49:27.2
587739303138885722,11:31:22.77,+33:55:46.6
587742773481963598,11:31:36.51,+16:22:41.2
587728310178021559,11:31:42.24,+03:36:33.1
587742864209674392,11:31:46.95,+17:07:30.1
587738410872012896,11:31:49.05,+15:00:30.3
587741830197280877,11:31:49.66,+25:17:44.8
587735695904014465,11:31:53.93,+56:39:27.5
588017724395290711,11:32:00.38,+06:30:04.0
587735695367078090,11:32:03.86,+56:04:30.8
588848898835873863,11:32:09.23,-00:56:33.3
588023670777905255,11:32:15.20,+20:43:08.1
587732771588341924,11:32:36.51,+09:50:06.9
588017723858485311,11:32:37.14,+06:13:24.3
587726031171813543,11:32:39.53,+01:14:07.2
588010878756126839,11:32:44.18,+04:38:52.2
588010880366739532,11:32:46.49,+05:47:46.1
587735348033290449,11:32:51.17,+14:27:40.3
587738410335273064,11:32:58.92,+14:36:24.5
587742062141964478,11:33:03.66,+22:39:50.8
587742864209805460,11:33:10.22,+17:08:05.8
587733081883934820,11:33:12.50,+55:26:16.7
587725551747399843,11:33:15.62,+67:14:12.4
588017704538275905,11:33:16.71,+12:53:31.6
587738618100711510,11:33:30.43,+37:53:42.6
587732772662214774,11:33:41.23,+10:47:17.5
587726031171944615,11:34:01.02,+01:20:59.6
587728309104541851,11:34:04.70,+02:40:13.2
588010880366870641,11:34:11.51,+05:46:35.6
587742013279305886,11:34:13.41,+21:40:02.6
588017979426078935,11:34:13.85,+39:55:20.3
587742189363789912,11:34:19.39,+23:51:44.1
587738946679931098,11:34:19.46,+38:51:24.7
587742865820614776,11:34:24.73,+18:23:08.4
587735695367274576,11:34:27.71,+56:11:54.6
587742573223739590,11:34:59.77,+20:10:59.2
588023669704425588,11:35:19.49,+20:02:03.0
587742012742565962,11:35:22.99,+21:05:35.1
587738946680062053,11:35:23.99,+39:00:46.8
587725040089235629,11:35:36.13,-02:41:59.1
588013382741131342,11:35:36.69,+51:43:14.2
587732135920271429,11:35:39.14,+52:15:10.1
587742863136325740,11:35:42.05,+16:12:36.2
587741726574313682,11:35:42.26,+24:56:44.8
587732483283484700,11:35:45.32,+49:16:20.2
587738947753869490,11:35:52.97,+39:49:58.8
588017627225718903,11:35:59.51,+44:55:17.1
587741602027798648,11:36:00.46,+27:06:31.3
587734892213633099,11:36:02.89,+09:11:40.9
587738409261793346,11:36:03.58,+13:43:16.7
587742060531613832,11:36:05.20,+21:17:38.6
588010878219649175,11:36:32.52,+04:10:51.4
587733081347260561,11:36:40.93,+55:03:57.3
588017111829905506,11:36:45.04,+47:35:20.9
587742773482488009,11:36:56.95,+16:28:52.7
588017626152042619,11:36:56.96,+44:13:40.1
588013381667455024,11:36:57.03,+50:56:34.1
587742572150194309,11:36:59.97,+19:18:54.0
588017704538669157,11:37:04.29,+12:55:35.7
588848901520752829,11:37:05.02,+01:09:24.8
587731891113689298,11:37:07.51,+57:27:54.0
587741489300439114,11:37:09.59,+28:46:21.5
587732582057377966,11:37:25.07,+59:22:06.1
587722984421982293,11:37:45.59,+00:59:25.8
587739646747738230,11:37:57.87,+31:29:43.3
587739405704626259,11:37:59.75,+33:28:57.9
587741725500768479,11:38:08.52,+24:09:51.0
588017704001929276,11:38:09.90,+12:36:44.0
587741532786917496,11:38:10.64,+29:32:38.3
587741601491124377,11:38:13.48,+26:49:37.5
587725040626434159,11:38:23.26,-02:20:08.8
587741532786982986,11:38:29.92,+29:33:26.3
587726031172468837,11:38:39.50,+01:15:53.1
587742062679490643,11:39:06.68,+23:06:02.0
587742191511797873,11:39:11.33,+25:40:24.3
588017111293165717,11:39:17.75,+47:06:09.0
588017977278988373,11:39:18.07,+38:24:36.7
588017704538931326,11:39:26.99,+13:04:30.1
588017604144332876,11:39:32.12,+43:56:22.8
587741489300635791,11:39:36.16,+28:56:10.3
588295840174178454,11:39:38.64,+48:20:44.9
588010358547153094,11:39:39.46,+04:22:17.4
587734893824704598,11:39:44.03,+10:35:10.8
587739607549935729,11:39:47.22,+30:54:34.3
587742014890508402,11:39:51.57,+22:55:01.3
587739406241693792,11:39:56.88,+33:56:29.1
587732772662935687,11:39:58.41,+10:45:06.5
587742015427444811,11:40:01.19,+23:20:20.1
587741491448250465,11:40:03.73,+30:35:36.4
587732135383662678,11:40:10.22,+51:56:36.0
587725039016017972,11:40:12.14,-03:31:56.5
587733081347457256,11:40:14.88,+55:04:45.7
587742013816832037,11:40:17.14,+22:06:20.0
588017566022434956,11:40:27.74,+12:03:08.3
587742013279961192,11:40:31.65,+21:41:41.5
587733080273715267,11:40:35.79,+54:14:25.0
587739407315501203,11:40:41.38,+34:37:17.3
587742572150587517,11:40:43.75,+19:28:30.1
587738616490688624,11:40:45.87,+36:47:58.1
587742014890639485,11:40:54.37,+22:51:27.8
587741727111708864,11:40:57.88,+25:28:59.3
587741724964159645,11:41:02.01,+23:42:45.2
587735695367667817,11:41:19.50,+56:25:38.5
588009372836823138,11:41:21.25,+63:04:41.1
587732770515583146,11:41:30.81,+09:07:24.1
587732771052453988,11:41:36.28,+09:36:50.2
587731870706761849,11:41:39.54,+55:51:55.3
588017705076064304,11:41:44.50,+13:31:37.1
587742062142881921,11:41:46.87,+22:38:35.1
587725551747792989,11:41:47.86,+67:14:13.3
587731869632954538,11:41:48.44,+55:01:59.0
587742573224460504,11:41:59.35,+20:15:19.4
587731870169890995,11:42:02.75,+55:23:26.2
588009372300017740,11:42:05.17,+62:43:32.2
587729387687903257,11:42:14.18,+60:08:11.4
587733080810717303,11:42:15.93,+54:43:14.9
587732772126261573,11:42:17.49,+10:17:30.9
588017726543888561,11:42:29.31,+08:19:07.7
587724649792012309,11:42:30.95,-02:15:05.4
588017604144595064,11:43:03.08,+44:08:09.4
587722984422572172,11:43:06.73,+01:01:15.6
587733081884590189,11:43:13.20,+55:38:17.4
588017977279316058,11:43:16.97,+38:34:47.3
587739407852634262,11:43:17.16,+35:07:47.1
587724650329014315,11:43:43.22,-01:46:36.2
587742572150915163,11:43:45.54,+19:23:33.5
587739405705150653,11:44:09.30,+33:28:56.2
588017948275441687,11:44:17.56,+42:05:13.6
587738569773482079,11:44:22.26,+15:08:16.9
587739305287614592,11:44:22.84,+35:51:40.0
587742773483274274,11:44:23.14,+16:33:04.6
588010878757372088,11:44:25.56,+04:34:39.2
587732702335926430,11:44:27.88,+07:22:42.6
587731891114147911,11:44:38.99,+57:29:19.2
588848898837250258,11:44:45.64,-00:55:38.8
587741726038360115,11:44:46.28,+24:42:46.5
587729385808855197,11:44:50.39,+58:28:17.2
587732771052847122,11:45:00.47,+09:38:24.1
588017564949217352,11:45:09.22,+11:13:35.9
587732771589718149,11:45:09.87,+09:56:52.6
588010358010871992,11:45:13.89,+04:02:00.6
588848899911057547,11:45:16.00,-00:11:55.8
587729153596915836,11:45:18.63,+63:46:42.3
587742573761724459,11:45:27.67,+20:48:25.8
587738570310484045,11:45:34.22,+15:31:56.7
588010878757503115,11:45:40.62,+04:42:45.7
587725041164091499,11:45:42.16,-02:01:52.0
588297864193245311,11:45:45.74,+47:10:28.9
587725039016607908,11:45:46.63,-03:32:35.4
587732771589783630,11:45:52.75,+09:57:46.3
588017564949282900,11:45:59.86,+11:17:42.9
587739097523421266,11:46:08.70,+37:00:43.6
587739610235011095,11:46:17.78,+33:12:16.1
587735349108539497,11:46:31.07,+15:21:52.7
587738570310615192,11:46:34.39,+15:38:13.1
588011123038158903,11:46:35.34,+61:45:01.4
587726031173320840,11:46:36.67,+01:19:51.0
587733081884786803,11:46:38.60,+55:43:38.9
587738615954342017,11:47:05.47,+36:24:37.7
587731870707089546,11:47:10.02,+55:51:11.5
587742864211312713,11:47:19.29,+17:11:26.8
588017726007541979,11:47:24.80,+07:51:48.4
587742863137636455,11:47:59.01,+16:23:44.9
588017704002977855,11:47:59.87,+12:48:00.9
588013383815790774,11:48:12.18,+52:51:07.5
587732772126916787,11:48:20.19,+10:22:04.8
587722981738807434,11:48:37.19,-01:12:46.2
587738617028280461,11:48:49.28,+37:19:06.2
588013382205177986,11:48:52.32,+51:33:07.8
587741709420658879,11:48:55.50,+27:38:34.4
587741724965011558,11:49:04.46,+23:51:16.4
587742863674638464,11:49:15.94,+16:50:12.7
587742015428362333,11:49:16.17,+23:29:30.9
587733080274239709,11:49:17.27,+54:26:49.2
587732134847381697,11:49:17.89,+51:37:47.3
587728309106180229,11:49:17.94,+02:41:38.1
587739303140524159,11:49:20.72,+34:14:25.3
587742865822122126,11:49:22.51,+18:28:25.6
587735347498254469,11:49:39.36,+14:14:21.7
587742015428427782,11:49:43.77,+23:26:42.6
588017703466303564,11:49:52.68,+12:11:09.3
587741726038819002,11:50:01.92,+24:36:17.1
588023668095320211,11:50:07.09,+18:58:46.0
587733079200563331,11:50:21.13,+53:40:54.8
587741488764813433,11:50:29.30,+28:35:40.5
587732136458190886,11:50:55.99,+53:01:56.0
587731890040733770,11:50:56.13,+56:41:37.3
587741603103047720,11:51:05.64,+28:13:08.2
587732703947260052,11:51:05.93,+08:39:30.4
587725818559922298,11:51:08.36,+68:04:10.0
588010879295029404,11:51:09.10,+05:02:34.3
588010359085334627,11:51:30.33,+04:48:41.1
588010879295029355,11:51:33.07,+05:06:05.3
587732769979760711,11:51:35.06,+08:45:07.7
588010878758223979,11:51:43.42,+04:43:09.0
587741708884115550,11:51:49.66,+27:15:19.5
587735347498516567,11:52:08.89,+14:10:40.5
587722982812942488,11:52:12.67,-00:14:07.4
587731891114606738,11:52:30.64,+57:38:53.6
588010358548529308,11:52:31.92,+04:22:40.6
587732703410585776,11:52:38.13,+08:09:47.1
588023670243131397,11:52:42.62,+20:37:52.7
587741532251422754,11:52:47.35,+29:19:44.5
587732703947456673,11:53:04.83,+08:34:25.5
587741600418824245,11:53:05.08,+26:12:25.0
587732482747858966,11:53:19.13,+49:18:12.9
587725552285188284,11:53:28.53,+67:53:59.3
588010359622402211,11:53:30.63,+05:19:23.2
588017110220472493,11:53:35.30,+46:39:32.2
587732135384580233,11:53:37.18,+52:14:55.3
587741726039212189,11:53:40.46,+24:46:30.6
587742014891950085,11:53:44.49,+23:07:34.3
587739406242939036,11:53:54.77,+34:08:38.6
587732591714762933,11:53:56.67,+60:30:19.2
587732483284795482,11:53:56.99,+49:42:49.0
588017703466762317,11:54:05.36,+12:22:20.9
587741534399103091,11:54:07.03,+30:58:57.3
587724650330193960,11:54:32.37,-01:47:10.9
587733081348374730,11:54:34.36,+55:23:42.2
587725039017590848,11:54:39.88,-03:41:47.2
587732771590766660,11:54:41.60,+10:01:14.9
588013383816249367,11:54:49.78,+52:48:51.6
587732772127637642,11:54:52.07,+10:29:39.0
587742865285841024,11:55:01.92,+18:07:28.4
587732772664573959,11:55:08.95,+10:49:39.9
587725550137704581,11:55:15.76,+66:16:02.5
588017704540635255,11:55:30.68,+13:11:54.9
587732484895539310,11:55:32.40,+51:04:46.3
